name,state,linkedin_industry,website_url
conductiv.ai,Berlin,IT and Communications,https://www.conductiv.ai
bravobike,Bayern,Sports & Amusement/Gaming incl. Online,https://www.bravobike.de/
censhare,Bayern,IT and Communications,https://www.censhare.com/
miBaby,Bayern,Life Science & Healthcare,https://www.mibaby.de/
Companylinks,Hamburg,IT and Communications,http://companylinks.com/
SpotShot,Berlin,"Media, Arts & Entertainment",http://spotshot.io
bezero,Bayern,"Automotive, Logistics & Mobility",https://de.bezero.app
Clipdealer,Bayern,"Media, Arts & Entertainment",http://de.clipdealer.com/index.php
zigzag,Baden-Württemberg,"Media, Arts & Entertainment",http://zigzag.is/
Simplycated,Baden-Württemberg,Industrial & Basic Materials,http://www.simplycated.de
Briink Intelligence,Berlin,,https://www.briink.com
Chedri,Rheinland-Pfalz,"Automotive, Logistics & Mobility",https://chedri.com/de/
Zasta,Mecklenburg-Vorpommern,Finance & Insurance,https://zasta.de
Curry Innovations,Bayern,IT and Communications,https://www.curry-innovations.com/
wisefood,Bayern,Nutrition & Consumables,https://www.wisefood.eu/
Shotnote,Bayern,"Media, Arts & Entertainment",http://www.shotnote.me/
Adtance,Hessen,IT and Communications,https://www.adtance.com/en
perscape,Nordrhein-Westfalen,Construction/Real Estate,https://perscape.de/
memetis,Baden-Württemberg,Life Science & Healthcare,http://www.memetis.com
Tomorrow's Education,Berlin,Education,http://tomorrows.education/
Pet Printed,Bayern,Other,https://petprinted.de/
Wunderdata,Brandenburg,IT and Communications,https://wunderdata.com/
foodjobs,Nordrhein-Westfalen,Human Resources,http://foodjobs.de/
Songs2See,Bayern,"Media, Arts & Entertainment",https://www.songquito.com/
Ulto,Berlin,IT and Communications,https://ulto.ai
Pariot UG (haftungsbeschränkt),Niedersachsen,Energy & Electricity,https://www.pariot.de
Local to go,Baden-Württemberg,"Water, Waste Treatment & Recycling",https://localtogo.de/
Business4HR,Nordrhein-Westfalen,Human Resources,http://www.lueben-consultwerk.de
Speox,Hessen,IT and Communications,https://www.speox.de/
4Seee,Hamburg,IT and Communications,http://4seee.com/
Casino4Home,Hessen,Sports & Amusement/Gaming incl. Online,https://casino4home.de/
Solytic,Berlin,Energy & Electricity,http://www.solytic.com/en
Dilecy,Berlin,IT and Communications,https://dilecy.eu/
8SELECT,Bayern,IT and Communications,https://www.8select.com/
comnovo,Nordrhein-Westfalen,Industrial & Basic Materials,https://www.comnovo.de/
Travis CI,Nordrhein-Westfalen,IT and Communications,http://travis-ci.com
Aumago,Berlin,IT and Communications,http://www.aumago.com
mietwise,Bayern,Finance & Insurance,https://mietwise.com
Mondarella,Berlin,Nutrition & Consumables,https://www.mondarella.eu/
sanctions.io,Hessen,Security,https://sanctions.io
audory,Sachsen,"Media, Arts & Entertainment",https://audory.io/
helpcheck,Nordrhein-Westfalen,Finance & Insurance,https://www.helpcheck.de
voteone.com,Baden-Württemberg,IT and Communications,https://voteone.com/
Crafting Future,Niedersachsen,Other,http://www.craftingfuture.de
Guidants,Bayern,Finance & Insurance,http://guidants.com/
SomaView,Nordrhein-Westfalen,Life Science & Healthcare,http://somaview.glass
expertist,Hamburg,Human Resources,https://expertist.de/en/start
Creative Climate Cities,Berlin,Construction/Real Estate,https://creativeclimatecities.org/
Comidano,Nordrhein-Westfalen,Sports & Amusement/Gaming incl. Online,https://www.comidano.com/
myEGO2GO,Berlin,IT and Communications,https://myego.io/de/
FITNESSKIT,Baden-Württemberg,Sports & Amusement/Gaming incl. Online,http://fitnesskit.de/
WirHelfen,Bayern,Human Resources,https://wirhelfen.eu/
Holidu,Bayern,Tourism,https://www.holidu.de
MOBIKO,Bayern,"Automotive, Logistics & Mobility",http://mobiko.de/
HeyCharge,Bayern,Energy & Electricity,https://heycharge.io/
Vedaserve,Hamburg,IT and Communications,http://www.proofler.com
Snocks,Baden-Württemberg,Textiles,https://snocks.com/
SonoBeacon,Mecklenburg-Vorpommern,IT and Communications,https://www.sonobeacon.com/
Hymedall,Baden-Württemberg,IT and Communications,https://www.hymedall.io/
Hakiro Media,Berlin,,https://www.hakiromedia.com
Retina Implant,Baden-Württemberg,,http://www.retina-implant.de
"Lovai (Beuren, Zum Felsen 7)",Rheinland-Pfalz,,https://www.lov.ai
MeteoIQ,Berlin,Consulting,https://www.meteoiq.com/
KALTENBACH.SOLUTIONS,Baden-Württemberg,Industrial & Basic Materials,https://www.kaltenbach-solutions.com/
carbonfuture,Baden-Württemberg,Finance & Insurance,https://carbonfuture.earth
Kolibri Metals,Baden-Württemberg,Industrial & Basic Materials,http://kolibri.de.com/
Urbanistic,Bayern,Construction/Real Estate,https://urbanistic.de/
Honestly,Nordrhein-Westfalen,Human Resources,http://www.honestly.com
eccenca,Sachsen,IT and Communications,http://eccenca.com/
TripUp,Hamburg,Tourism,http://www.meine-landausfluege.de
Whitebox,Baden-Württemberg,Finance & Insurance,https://www.whitebox.eu
seat11a.com,Hessen,Finance & Insurance,https://seat11a.com/
codestryke,Baden-Württemberg,Industrial & Basic Materials,http://codestryke.com/
Immomio,Hamburg,Construction/Real Estate,http://vermieter.immomio.com/
SCIO,Bayern,Energy & Electricity,http://scio-technology.com/
Matmatch,Bayern,Industrial & Basic Materials,https://matmatch.com
42 Heilbronn,Baden-Württemberg,Education,https://www.42heilbronn.de/
MOWEA - Modulare Windenergieanlagen,Berlin,Energy & Electricity,https://www.mowea.world/de/
POSITION Physio,Bayern,Consulting,https://www.position-physio.de/
fahrstundenplaner.de,Berlin,Education,https://www.fahrstundenplaner.de/
air up,Bayern,Nutrition & Consumables,https://www.air-up.com/
HausMed,Nordrhein-Westfalen,Sports & Amusement/Gaming incl. Online,https://www.hausmed.de/
Burini Retreats,Niedersachsen,Consulting,https://burini-retreats.com
onetool,Berlin,IT and Communications,https://onetool.co/
ChatWerk,Bayern,IT and Communications,https://www.chatwerk.de
UPDATU - die einfache Datenschutzlösung,Baden-Württemberg,IT and Communications,https://de.updatu.com
KickOn,Niedersachsen,"Media, Arts & Entertainment",http://www.kickon.io
kontool,Berlin,IT and Communications,http://www.kontool.de
si:cross,Berlin,IT and Communications,https://sicross.com
Meoton,Berlin,,https://www.meoton.com
ORBANISM,Berlin,"Media, Arts & Entertainment",https://orbanism.com
Gamma Minus,Nordrhein-Westfalen,,https://www.gammaminus.com
WowWow,Niedersachsen,Textiles,http://wowwow.de/
OptioPay,Berlin,Finance & Insurance,https://www.optiopay.com/
sparks42,Berlin,IT and Communications,https://sparks42.com/
Bürgerwerke,Baden-Württemberg,Energy & Electricity,https://www.buergerwerke.de
NMS PRIME,Sachsen,IT and Communications,http://nmsprime.com/
BeWooden,Hessen,Textiles,https://www.bewooden.de
Bloxxon,Berlin,IT and Communications,http://bloxxon.co/
PickWerk,Bayern,"Automotive, Logistics & Mobility",https://pickwerk.de/
Lebepur,Berlin,Nutrition & Consumables,https://www.lebepur.com/
LionsHome,Berlin,Other,http://www.lionshome.de
wealthpilot,Bayern,Finance & Insurance,https://wealthpilot.com/
VerbaVoice,Bayern,IT and Communications,https://www.verbavoice.de/
Nelly,Berlin,Life Science & Healthcare,http://nelly-solutions.de/
Classic Trader,Berlin,"Automotive, Logistics & Mobility",http://www.classic-trader.com/
Umeleon,Niedersachsen,Industrial & Basic Materials,https://umeleon.de/
WebKiez Stuttgart,Baden-Württemberg,Other,http://www.stuttgart.webkiez.de
iridea,Hamburg,IT and Communications,https://www.iridea.de/
wirsindhandwerk,Baden-Württemberg,Construction/Real Estate,https://www.wirsindhandwerk.de
adsquare,Berlin,"Media, Arts & Entertainment",http://www.adsquare.com/
Veronym Holding,Berlin,Security,http://www.veronym.com
COTECH,Niedersachsen,IT and Communications,https://implisense.com/
TalentSpace,Berlin,IT and Communications,https://talentspace.io/
ETONEC,Berlin,Finance & Insurance,https://www.etonec.com
3NRG GmbH - PALIGO.DE,Sachsen,IT and Communications,http://www.paligo.de
ingenovo,Bayern,IT and Communications,https://www.ingenovo.com/blog
tift,Nordrhein-Westfalen,Human Resources,https://tiftapp.com/
CheckUp Scout,Bayern,Life Science & Healthcare,https://www.checkupscout.de/
PreciPoint,Bayern,Life Science & Healthcare,https://www.precipoint.com/
KEYOU,Bayern,"Automotive, Logistics & Mobility",https://www.keyou.de/
Solandeo,Berlin,Energy & Electricity,https://www.solandeo.com/
BitterPower,Baden-Württemberg,Life Science & Healthcare,https://bitterliebe.com
datapine,Berlin,IT and Communications,http://www.datapine.com
Price f(x),Bayern,IT and Communications,http://www.pricefx.com/
Fyrfeed,Berlin,IT and Communications,https://fyrfeed.com/
Inplaces,Nordrhein-Westfalen,,https://www.cologne-intelligence.de/augmented-real
Findnlink,Baden-Württemberg,IT and Communications,https://www.findnlink.com/de
Fleetize,Baden-Württemberg,IT and Communications,https://www.fleetize.com
Enable AI,Baden-Württemberg,Education,https://enable-ai.de
CAPVERIANT,Bayern,Finance & Insurance,https://www.capveriant.com
Blubber Oase,Baden-Württemberg,Nutrition & Consumables,https://www.blubber-oase.de/
Artsfair,Berlin,,https://www.artsfair.net
Staking Facilities,Bayern,IT and Communications,http://stakingfacilities.com/
IOX,Nordrhein-Westfalen,IT and Communications,https://ioxlab.de/en/
Remind.me,Berlin,Energy & Electricity,https://www.remind.me/
feelSpace,Niedersachsen,Life Science & Healthcare,https://www.feelspace.de/
SPACEGOATS,Baden-Württemberg,IT and Communications,https://spacegoats.io/
crossgo,Baden-Württemberg,IT and Communications,http://www.crossgo.com
uma,Nordrhein-Westfalen,Life Science & Healthcare,https://www.uma-app.com/
Applysia,Nordrhein-Westfalen,IT and Communications,https://applysia.de
PION,Niedersachsen,"Automotive, Logistics & Mobility",https://www.pion-ag.com/
VESCAPE,Berlin,Sports & Amusement/Gaming incl. Online,http://vescape.com/
Ratepay,Berlin,Finance & Insurance,https://www.ratepay.com/
Ankerkraut,Hamburg,Nutrition & Consumables,https://www.ankerkraut.de/
Klaus Space Transportation,Baden-Württemberg,,https://www.klausspacetransportation.com
Kwara,Berlin,Finance & Insurance,https://www.kwara.com/
Likwidwork,Rheinland-Pfalz,IT and Communications,http://www.likwidwork.com
YAZIO,Thüringen,Life Science & Healthcare,https://www.yazio.com/
EKU Power Drives,Baden-Württemberg,Industrial & Basic Materials,http://www.ekupd.com/
CloudKanteen,Hessen,Nutrition & Consumables,https://cloudkanteen.com/
Cryptoticker.io,Berlin,,https://www.cryptoticker.io/de/
montredo,Berlin,Other,http://www.montredo.com
aifinyo,Sachsen,Finance & Insurance,http://rechnung.de/
falx,Nordrhein-Westfalen,Industrial & Basic Materials,http://falxtools.com/
exfinity,Bayern,Tourism,https://exfinity.io
CommneX,Bayern,Finance & Insurance,https://commnex.de/
BeSafe Thekenschutz,Hessen,Life Science & Healthcare,http://www.besafethekenschutz.de/
PearUp,Niedersachsen,Education,http://pearup.de/
Starmix NFT,Nordrhein-Westfalen,,https://de.starmixnft.com
Synergeticon,Hamburg,IT and Communications,http://synergeticon.com/
Ella ´s Basenbande,Brandenburg,Life Science & Healthcare,http://www.basenbande.de
Angsa Robotics,Bayern,Industrial & Basic Materials,https://angsa-robotics.com/
SMARTtray,Baden-Württemberg,,https://www.smarttray.de
Skill Revolution,Hessen,,https://www.kedarconsulting.de
goPatients,Baden-Württemberg,Life Science & Healthcare,https://go-patients.com/
Videobesuch,Nordrhein-Westfalen,IT and Communications,https://videobesuch.de/
NameRobot,Nordrhein-Westfalen,IT and Communications,https://www.namerobot.com/
GovRadar,Bayern,IT and Communications,http://www.govradar.net
zeitiger IT,Schleswig-Holstein,IT and Communications,https://zeitiger.de/
VR Innovation,Rheinland-Pfalz,,https://www.vr-innovation.com
front row society,Berlin,Textiles,http://frontrowsociety.com/
NOFOMO.TV,Berlin,"Media, Arts & Entertainment",https://nofomo.tv/
Physical Nation,Nordrhein-Westfalen,Sports & Amusement/Gaming incl. Online,https://www.physicalnation.com/
DPV Analytics,Hamburg,Life Science & Healthcare,https://dpv-analytics.com/
LARVEST,Baden-Württemberg,Nutrition & Consumables,https://larvest.de/
Varomo UG (haftungsbeschränkt),Baden-Württemberg,IT and Communications,http://www.varomo.de
medifundo Management,Bayern,IT and Communications,http://medifundo.de/
Emerging Insights,Baden-Württemberg,IT and Communications,http://emerging-insights.de/
LiBCycle,Bayern,"Automotive, Logistics & Mobility",http://libcycle.com/
Konfy,Berlin,"Media, Arts & Entertainment",https://konfy.de/
Visualisierung | Immoviewer,Brandenburg,Construction/Real Estate,https://www.immoviewer.de/
Quallen-Welt,Baden-Württemberg,Agriculture & Forestry,https://www.quallen-welt.de
hyboz,Thüringen,Life Science & Healthcare,https://www.hyboz.com/de/startseite/
NEOVE,Nordrhein-Westfalen,Construction/Real Estate,https://www.neove.de/
ICE Gateway,Berlin,IT and Communications,https://www.ice-gateway.com/
Tremaze,Nordrhein-Westfalen,IT and Communications,http://tremaze.de/
Groupify,Berlin,IT and Communications,https://www.groupify.de
Vuframe,Bayern,Other,http://www.vuframe.com/
emmasbox,Bayern,"Automotive, Logistics & Mobility",https://www.emmasbox.de/
viasto,Berlin,Human Resources,http://www.viasto.com/en
Valispace,Bremen,IT and Communications,https://www.valispace.com/
destaa,Hessen,Consulting,https://destaa.de
Doorboost,Berlin,IT and Communications,https://www.doorboost.com/
DriverHero,Bayern,Human Resources,https://driverhero.de/
Finograd,Berlin,Finance & Insurance,http://finograd.de/
Calotti,Baden-Württemberg,Nutrition & Consumables,https://www.calotti.de/
Seniovo,Berlin,Construction/Real Estate,https://www.seniovo.de/
CrowdDesk,Hessen,Finance & Insurance,https://www.crowddesk.de
AMBOSS,Berlin,Education,https://www.amboss.com/
Visarity Technologies,Hamburg,IT and Communications,https://visarity.com/
tradingtwins,Nordrhein-Westfalen,IT and Communications,https://www.tradingtwins.com/
talentbay,Bayern,Human Resources,https://www.talentbay.app/
ExplosionAI,Berlin,IT and Communications,https://explosion.ai
purpozed,Hamburg,Other,http://purpozed.org/
Riso,Baden-Württemberg,Finance & Insurance,https://www.riso-app.de/
Evalea,Hessen,Human Resources,https://evalea.de/
InnoRa Research,Berlin,,https://www.innora.de
Mapudo,Nordrhein-Westfalen,Industrial & Basic Materials,http://www.mapudo.com
Ostellus,Baden-Württemberg,Education,https://ostellus.schule/
Road Heroes,Nordrhein-Westfalen,Human Resources,https://roadheroes.com/de
li - Light Instruments,Schleswig-Holstein,"Media, Arts & Entertainment",https://light-instruments.de/
QPlaner - Quintessence Optimization,Bayern,IT and Communications,https://www.qplaner.de/
Datalytic solutions,Baden-Württemberg,IT and Communications,https://www.datalytic-solutions.com
adnomaly technologies,Nordrhein-Westfalen,Security,http://adnomaly.de/
HQ Revenue,Berlin,Tourism,https://www.hqrevenue.com/de-de
Roboterly,Nordrhein-Westfalen,IT and Communications,https://roboterly.com/
Smart4Diagnostics,Bayern,Life Science & Healthcare,http://smart4diagnostics.com/
equalchamps,Niedersachsen,Sports & Amusement/Gaming incl. Online,https://equalchamps.de/
HappyHourONE,Berlin,IT and Communications,https://happyhourone.com/
aeroLiFi,Bayern,IT and Communications,http://aerolifi.com/
rfrnz,Bayern,IT and Communications,https://rfrnz.com
inngo,Nordrhein-Westfalen,Life Science & Healthcare,https://inngo.de/
Kopernikus Automotive,Sachsen,"Automotive, Logistics & Mobility",https://www.kopernikusauto.com/
Plancraft GmbH,Hamburg,Construction/Real Estate,https://plancraft.de/
Illucens,Nordrhein-Westfalen,Agriculture & Forestry,http://illucens.com/
Infused energy,Rheinland-Pfalz,Nutrition & Consumables,https://www.infusedenergy.de/
Inuru,Berlin,"Media, Arts & Entertainment",http://www.inuru.de
LeadingReports,Hessen,IT and Communications,http://leadingreports.de/
Multiphoton Optics,Bayern,IT and Communications,https://multiphoton.de/
aptone,Nordrhein-Westfalen,"Media, Arts & Entertainment",https://aptone.io
coliquio,Baden-Württemberg,Life Science & Healthcare,https://www.coliquio.de
hyrd,Hessen,Human Resources,https://hyrd.de
Löwenanteil,Niedersachsen,Nutrition & Consumables,https://www.loewenanteil.com
Preventicus,Thüringen,Life Science & Healthcare,http://preventicus.com/
rollholz,Baden-Württemberg,Life Science & Healthcare,https://rollholz.com/
Echometer,Nordrhein-Westfalen,IT and Communications,https://echometer.de/
Magton,Hessen,Finance & Insurance,http://magton.com/
BY BEING YOU,Baden-Württemberg,Education,https://www.by-being-you.com/
Better@Home Service,Berlin,IT and Communications,http://www.better-at-home.de
Redrice Solutions,Bayern,Life Science & Healthcare,https://avitava.de/
BOXLAB,Rheinland-Pfalz,"Automotive, Logistics & Mobility",http://boxlabservices.com/
tacterion,Bayern,IT and Communications,http://www.tacterion.com/
